alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-11-00000,CSE-11,CRITICAL,2024-12-04T06:30:10,2024-12-04T06:57:05.315120,2024-12-04T07:44:01.032658,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00001,CSE-11,MEDIUM,2024-12-21T03:56:08,2024-12-21T04:12:09.932723,2024-12-21T05:16:26.016607,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00002,CSE-11,LOW,2024-10-19T08:05:19,2024-10-19T08:10:55.072104,2024-10-19T09:19:02.574189,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00003,CSE-11,CRITICAL,2024-11-10T01:46:33,2024-11-10T02:08:28.513299,2024-11-10T03:03:07.981791,CLOSED,CAS-CSE-11-0001,ENDPOINT-11A,False
ALT-CSE-11-00004,CSE-11,MEDIUM,2024-10-17T20:45:37,2024-10-17T20:55:34.659223,2024-10-17T21:51:59.121026,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00005,CSE-11,CRITICAL,2024-10-09T18:49:36,2024-10-09T19:16:24.568550,2024-10-09T19:50:02.056289,CLOSED,CAS-CSE-11-0002,CTRL-SRV-11,False
ALT-CSE-11-00006,CSE-11,LOW,2024-11-15T17:12:58,2024-11-15T17:28:41.578137,2024-11-15T18:36:06.525506,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00007,CSE-11,MEDIUM,2024-12-17T22:37:30,2024-12-17T22:55:48.315293,2024-12-17T23:29:16.324663,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00008,CSE-11,LOW,2024-10-09T08:06:47,2024-10-09T08:15:54.503925,2024-10-09T09:11:09.134758,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00009,CSE-11,MEDIUM,2024-11-29T07:20:52,2024-11-29T07:44:27.230563,2024-11-29T08:31:14.797935,CLOSED,CAS-CSE-11-0003,ENDPOINT-11A,False
ALT-CSE-11-00010,CSE-11,MEDIUM,2024-12-26T12:05:21,2024-12-26T12:22:28.400749,2024-12-26T12:49:34.764929,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00011,CSE-11,MEDIUM,2024-10-07T05:46:34,2024-10-07T06:12:29.422175,2024-10-07T06:55:49.208597,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00012,CSE-11,LOW,2024-12-17T17:16:32,2024-12-17T17:32:02.640223,2024-12-17T18:05:42.377756,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00013,CSE-11,MEDIUM,2024-11-06T19:03:07,2024-11-06T19:31:04.631157,2024-11-06T19:49:24.314079,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00014,CSE-11,MEDIUM,2024-12-11T12:28:17,2024-12-11T12:57:38.181038,2024-12-11T13:51:32.038511,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00015,CSE-11,LOW,2024-11-02T09:37:18,2024-11-02T10:01:34.872899,2024-11-02T10:30:20.464122,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00016,CSE-11,LOW,2024-12-04T21:33:00,2024-12-04T21:48:10.961526,2024-12-04T22:50:49.048216,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00017,CSE-11,CRITICAL,2024-10-21T01:02:39,2024-10-21T01:13:18.221436,2024-10-21T02:28:28.097991,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00018,CSE-11,CRITICAL,2024-11-04T00:41:03,2024-11-04T00:49:42.913517,2024-11-04T02:17:35.644746,CLOSED,CAS-CSE-11-0004,CTRL-SRV-11,False
ALT-CSE-11-00019,CSE-11,MEDIUM,2024-11-28T03:15:10,2024-11-28T03:42:19.517758,2024-11-28T04:12:14.266553,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00020,CSE-11,CRITICAL,2024-11-12T16:57:17,2024-11-12T17:06:26.829067,2024-11-12T18:04:25.071947,CLOSED,CAS-CSE-11-0005,ENDPOINT-11A,False
ALT-CSE-11-00021,CSE-11,MEDIUM,2024-11-02T14:41:19,2024-11-02T14:59:22.445481,2024-11-02T15:32:47.048213,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00022,CSE-11,LOW,2024-10-06T16:42:05,2024-10-06T17:08:22.478137,2024-10-06T17:16:53.396849,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00023,CSE-11,LOW,2024-11-06T22:35:23,2024-11-06T22:48:39.746788,2024-11-06T23:44:21.966248,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00024,CSE-11,MEDIUM,2024-11-07T23:08:41,2024-11-07T23:27:31.105619,2024-11-07T23:26:59.238994,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00025,CSE-11,MEDIUM,2024-12-25T19:46:37,2024-12-25T20:06:01.596055,2024-12-25T20:28:21.433060,CLOSED,CAS-CSE-11-0006,ENDPOINT-11A,False
ALT-CSE-11-00026,CSE-11,CRITICAL,2024-11-07T16:44:57,2024-11-07T17:02:25.573634,2024-11-07T17:54:40.849147,CLOSED,CAS-CSE-11-0007,CTRL-SRV-11,False
ALT-CSE-11-00027,CSE-11,CRITICAL,2024-10-13T20:22:55,2024-10-13T20:44:53.477239,2024-10-13T21:17:35.372543,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00028,CSE-11,CRITICAL,2024-10-31T22:08:36,2024-10-31T22:32:39.350789,2024-10-31T22:53:45.449698,CLOSED,CAS-CSE-11-0008,CTRL-SRV-11,False
ALT-CSE-11-00029,CSE-11,LOW,2024-12-21T02:15:25,2024-12-21T02:21:42.756858,2024-12-21T03:02:04.214758,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00030,CSE-11,MEDIUM,2024-10-26T05:43:36,2024-10-26T05:56:18.435846,2024-10-26T06:37:33.255293,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00031,CSE-11,CRITICAL,2024-10-02T01:26:04,2024-10-02T01:50:33.678009,2024-10-02T02:23:15.232748,CLOSED,CAS-CSE-11-0009,ENDPOINT-11A,False
ALT-CSE-11-00032,CSE-11,CRITICAL,2024-11-12T14:16:49,2024-11-12T14:39:24.028386,2024-11-12T16:06:48.952187,CLOSED,CAS-CSE-11-0010,CTRL-SRV-11,False
ALT-CSE-11-00033,CSE-11,MEDIUM,2024-11-06T23:15:29,2024-11-06T23:45:00.203076,2024-11-06T23:53:41.007418,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00034,CSE-11,LOW,2024-10-09T19:36:32,2024-10-09T20:02:40.664726,2024-10-09T20:44:41.544189,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00035,CSE-11,MEDIUM,2024-11-27T11:42:36,2024-11-27T11:55:26.210790,2024-11-27T13:00:14.800032,CLOSED,CAS-CSE-11-0011,CTRL-SRV-11,False
ALT-CSE-11-00036,CSE-11,LOW,2024-10-10T00:06:08,2024-10-10T00:19:52.496343,2024-10-10T01:29:21.229823,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00037,CSE-11,MEDIUM,2024-12-26T09:13:16,2024-12-26T09:41:03.955592,2024-12-26T10:23:42.189154,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00038,CSE-11,LOW,2024-12-08T16:22:50,2024-12-08T16:33:46.393887,2024-12-08T17:42:36.041651,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00039,CSE-11,CRITICAL,2024-11-05T12:07:35,2024-11-05T12:21:57.713247,2024-11-05T13:36:12.552227,CLOSED,CAS-CSE-11-0012,CTRL-SRV-11,False
ALT-CSE-11-00040,CSE-11,LOW,2024-11-21T20:45:08,2024-11-21T21:10:24.186051,2024-11-21T21:57:41.438390,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00041,CSE-11,MEDIUM,2024-10-21T03:05:06,2024-10-21T03:16:38.071106,2024-10-21T04:21:23.544832,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00042,CSE-11,LOW,2024-11-25T12:51:10,2024-11-25T13:14:26.694155,2024-11-25T14:00:36.858817,CLOSED,CAS-CSE-11-0013,ENDPOINT-11A,False
ALT-CSE-11-00043,CSE-11,MEDIUM,2024-12-11T23:08:30,2024-12-11T23:27:52.131659,2024-12-12T00:09:56.818801,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00044,CSE-11,MEDIUM,2024-11-19T02:07:45,2024-11-19T02:27:42.022190,2024-11-19T03:11:18.617162,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00045,CSE-11,LOW,2024-10-22T13:52:55,2024-10-22T14:22:11.229317,2024-10-22T14:44:34.569356,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00046,CSE-11,CRITICAL,2024-11-08T21:02:57,2024-11-08T21:09:40.653184,2024-11-08T22:29:42.612999,CLOSED,CAS-CSE-11-0014,ENDPOINT-11A,False
ALT-CSE-11-00047,CSE-11,MEDIUM,2024-12-03T12:59:04,2024-12-03T13:12:59.125104,2024-12-03T13:48:12.757108,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00048,CSE-11,LOW,2024-12-25T03:30:38,2024-12-25T03:46:45.557437,2024-12-25T04:42:04.857677,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00049,CSE-11,MEDIUM,2024-12-14T12:36:38,2024-12-14T13:00:32.923957,2024-12-14T14:09:52.713274,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00050,CSE-11,MEDIUM,2024-11-30T22:47:20,2024-11-30T23:15:00.972323,2024-11-30T23:55:32.004643,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00051,CSE-11,MEDIUM,2024-12-06T15:28:55,2024-12-06T15:36:14.279647,2024-12-06T15:58:02.268035,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00052,CSE-11,MEDIUM,2024-10-29T13:17:11,2024-10-29T13:25:35.662672,2024-10-29T14:17:13.406289,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00053,CSE-11,LOW,2024-11-11T18:53:23,2024-11-11T19:06:35.701145,2024-11-11T19:30:37.889177,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00054,CSE-11,MEDIUM,2024-11-04T20:41:10,2024-11-04T21:01:45.061689,2024-11-04T21:56:48.316441,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00055,CSE-11,MEDIUM,2024-12-09T12:24:47,2024-12-09T12:42:28.128073,2024-12-09T13:30:15.870962,CLOSED,CAS-CSE-11-0015,CTRL-SRV-11,False
ALT-CSE-11-00056,CSE-11,LOW,2024-12-07T08:06:28,2024-12-07T08:28:16.167264,2024-12-07T08:57:25.952226,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00057,CSE-11,CRITICAL,2024-10-07T19:06:12,2024-10-07T19:24:11.478110,2024-10-07T20:01:09.685916,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00058,CSE-11,MEDIUM,2024-10-20T05:01:02,2024-10-20T05:18:14.454227,2024-10-20T05:23:43.443525,CLOSED,CAS-CSE-11-0016,ENDPOINT-11A,False
ALT-CSE-11-00059,CSE-11,MEDIUM,2024-11-24T21:59:57,2024-11-24T22:08:01.342145,2024-11-24T22:34:37.371581,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00060,CSE-11,CRITICAL,2024-12-18T14:53:52,2024-12-18T15:05:30.972691,2024-12-18T15:11:49.212862,CLOSED,CAS-CSE-11-0017,CTRL-SRV-11,False
ALT-CSE-11-00061,CSE-11,MEDIUM,2024-11-09T13:02:45,2024-11-09T13:29:07.538513,2024-11-09T14:30:02.995563,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00062,CSE-11,MEDIUM,2024-12-02T06:47:31,2024-12-02T07:00:46.353544,2024-12-02T08:45:06.002570,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00063,CSE-11,CRITICAL,2024-10-22T19:22:07,2024-10-22T19:39:22.672447,2024-10-22T21:02:12.059490,CLOSED,CAS-CSE-11-0018,CTRL-SRV-11,False
